sample_id,scenario,reference_path,observation_path,label_transform_path,label_transform_direction,T0_mode,T0_path,perturb_rot_deg,perturb_trans_m,voxel_size,normal_radius,fpfh_radius,density_radius,max_corr_distance_m,label_threshold_m,max_source_points
real_20260706_130424_table_cluster004_table1_refined_from_identity_scale1_medium,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_004_table_1.ply,data/CAD/table_proxy_m.pcd,real_results/matrices/20260706_130424_table_cluster004_table1_refined_from_identity_scale1__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,5.0,0.08,0.05,0.15,0.25,0.15,0.5,0.1,2000
real_20260706_130424_table_cluster004_table1_refined_from_identity_scale1_hard,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_004_table_1.ply,data/CAD/table_proxy_m.pcd,real_results/matrices/20260706_130424_table_cluster004_table1_refined_from_identity_scale1__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,8.0,0.12,0.05,0.15,0.25,0.15,0.6,0.1,2000
real_20260706_145031_table2_cluster004_table2_refined_from_identity_easy,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_004_table_2.ply,data/CAD/table2_proxy_m.pcd,real_results/matrices/20260706_145031_table2_cluster004_table2_refined_from_identity__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,3.0,0.05,0.05,0.15,0.25,0.15,0.4,0.1,2000
real_20260706_145031_table2_cluster004_table2_refined_from_identity_medium,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_004_table_2.ply,data/CAD/table2_proxy_m.pcd,real_results/matrices/20260706_145031_table2_cluster004_table2_refined_from_identity__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,5.0,0.08,0.05,0.15,0.25,0.15,0.5,0.1,2000
real_20260706_145031_table2_cluster004_table2_refined_from_identity_hard,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_004_table_2.ply,data/CAD/table2_proxy_m.pcd,real_results/matrices/20260706_145031_table2_cluster004_table2_refined_from_identity__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,8.0,0.12,0.05,0.15,0.25,0.15,0.6,0.1,2000
real_20260706_150131_table3_cluster004_table3_refined_from_identity_easy,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_004_table_3.ply,data/CAD/table3_proxy_m.pcd,real_results/matrices/20260706_150131_table3_cluster004_table3_refined_from_identity__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,3.0,0.05,0.05,0.15,0.25,0.15,0.4,0.1,2000
real_20260706_150131_table3_cluster004_table3_refined_from_identity_medium,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_004_table_3.ply,data/CAD/table3_proxy_m.pcd,real_results/matrices/20260706_150131_table3_cluster004_table3_refined_from_identity__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,5.0,0.08,0.05,0.15,0.25,0.15,0.5,0.1,2000
real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_easy,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_000_table_1.ply,data/CAD/table_fanuc_proxy_m.pcd,real_results/matrices/20260706_153654_table_fanuc_cluster000_table1_refined_from_identity__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,3.0,0.05,0.05,0.15,0.25,0.15,0.4,0.1,2000
real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_medium,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_000_table_1.ply,data/CAD/table_fanuc_proxy_m.pcd,real_results/matrices/20260706_153654_table_fanuc_cluster000_table1_refined_from_identity__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,5.0,0.08,0.05,0.15,0.25,0.15,0.5,0.1,2000
real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_hard,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_000_table_1.ply,data/CAD/table_fanuc_proxy_m.pcd,real_results/matrices/20260706_153654_table_fanuc_cluster000_table1_refined_from_identity__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,8.0,0.12,0.05,0.15,0.25,0.15,0.6,0.1,2000
real_20260707_154904_ur10_choko_base_cluster016_base_refined_from_center_v2_medium,real_previous_registration,segmented_scene_trial11_point_merge/merged_cluster_016_base.ply,data/CAD/ur10_choko_base_proxy_m_v2.pcd,real_results/matrices/20260707_154904_ur10_choko_base_cluster016_base_refined_from_center_v2__T_scene_cad_refined.txt,obs_to_ref,perturb_label,,5.0,0.08,0.05,0.15,0.25,0.15,0.5,0.1,2000
